idiom_token,label,num_of_examples,total,idiomaticity_ratio,degree_of_idiomaticity,ccnews_rarity,morphology_type
IDinanutshellID,idiom,62,62,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDinanutshellID,literal,0,62,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDcomecleanID,idiom,78,83,0.9397590361445783,highly_idiomatic,ccnews_frequent,moderate_morphology
IDcomecleanID,literal,5,83,0.060240963855421686,highly_idiomatic,ccnews_frequent,moderate_morphology
IDonandoffID,idiom,32,108,0.2962962962962963,ambiguous,ccnews_moderately_rare,moderate_morphology
IDonandoffID,literal,76,108,0.7037037037037037,ambiguous,ccnews_moderately_rare,moderate_morphology
IDoutofyourmindID,idiom,23,25,0.92,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDoutofyourmindID,literal,2,25,0.08,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDstandsomeoneingoodsteadID,idiom,77,77,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDstandsomeoneingoodsteadID,literal,0,77,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcallaspadeaspadeID,idiom,10,10,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcallaspadeaspadeID,literal,0,10,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDonceinawhileID,idiom,77,79,0.9746835443037974,highly_idiomatic,ccnews_frequent,no_morphology
IDonceinawhileID,literal,2,79,0.02531645569620253,highly_idiomatic,ccnews_frequent,no_morphology
IDlooktheotherwayID,idiom,18,24,0.75,ambiguous,ccnews_frequent,moderate_morphology
IDlooktheotherwayID,literal,6,24,0.25,ambiguous,ccnews_frequent,moderate_morphology
IDhitthebottleID,idiom,10,12,0.8333333333333334,highly_idiomatic,ccnews_very_rare,high_morphology
IDhitthebottleID,literal,2,12,0.16666666666666666,highly_idiomatic,ccnews_very_rare,high_morphology
IDhopeagainsthopeID,idiom,25,25,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhopeagainsthopeID,literal,0,25,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbythesametokenID,idiom,108,109,0.9908256880733946,highly_idiomatic,ccnews_frequent,moderate_morphology
IDbythesametokenID,literal,1,109,0.009174311926605505,highly_idiomatic,ccnews_frequent,moderate_morphology
IDpassthetimeofdayID,idiom,24,24,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpassthetimeofdayID,literal,0,24,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfitasafiddleID,idiom,11,11,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDfitasafiddleID,literal,0,11,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDraisetheroofID,idiom,11,13,0.8461538461538461,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDraisetheroofID,literal,2,13,0.15384615384615385,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgiveheadID,idiom,3,7,0.42857142857142855,ambiguous,ccnews_moderately_rare,moderate_morphology
IDgiveheadID,literal,4,7,0.5714285714285714,ambiguous,ccnews_moderately_rare,moderate_morphology
IDfeelthepinchID,idiom,38,39,0.9743589743589743,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfeelthepinchID,literal,1,39,0.02564102564102564,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcountsheepID,idiom,3,4,0.75,ambiguous,ccnews_moderately_rare,moderate_morphology
IDcountsheepID,literal,1,4,0.25,ambiguous,ccnews_moderately_rare,moderate_morphology
IDtakeitfrommeID,idiom,36,39,0.9230769230769231,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtakeitfrommeID,literal,3,39,0.07692307692307693,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbringthehousedownID,idiom,20,20,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbringthehousedownID,literal,0,20,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDheadsouthID,idiom,3,82,0.036585365853658534,highly_literal,ccnews_frequent,moderate_morphology
IDheadsouthID,literal,79,82,0.9634146341463414,highly_literal,ccnews_frequent,moderate_morphology
IDnotmissatrickID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDnotmissatrickID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgonativeID,idiom,17,17,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgonativeID,literal,0,17,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdeadtotheworldID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDdeadtotheworldID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDmoveheavenandearthID,idiom,17,17,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmoveheavenandearthID,literal,0,17,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhangfireID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhangfireID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDuptothehiltID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDuptothehiltID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDkickupyourheelsID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkickupyourheelsID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDintheloopID,idiom,0,50,0.0,highly_literal,ccnews_frequent,high_morphology
IDintheloopID,literal,50,50,1.0,highly_literal,ccnews_frequent,high_morphology
IDwakeupandsmellthecoffeeID,idiom,1,1,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDwakeupandsmellthecoffeeID,literal,0,1,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDcomefullcircleID,idiom,32,32,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDcomefullcircleID,literal,0,32,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDmoneyforjamID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDmoneyforjamID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDlookthepartID,idiom,45,45,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlookthepartID,literal,0,45,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpleasedaspunchID,idiom,11,11,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDpleasedaspunchID,literal,0,11,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDspendapennyID,idiom,4,15,0.26666666666666666,ambiguous,ccnews_very_rare,moderate_morphology
IDspendapennyID,literal,11,15,0.7333333333333333,ambiguous,ccnews_very_rare,moderate_morphology
IDeyeballtoeyeballID,idiom,10,10,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDeyeballtoeyeballID,literal,0,10,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDoffthewallID,idiom,19,98,0.19387755102040816,highly_literal,ccnews_frequent,high_morphology
IDoffthewallID,literal,79,98,0.8061224489795918,highly_literal,ccnews_frequent,high_morphology
IDplaysillybuggersID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplaysillybuggersID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDnolaughingmatterID,idiom,17,17,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDnolaughingmatterID,literal,0,17,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDcrystalclearID,idiom,93,94,0.9893617021276596,highly_idiomatic,ccnews_frequent,no_morphology
IDcrystalclearID,literal,1,94,0.010638297872340425,highly_idiomatic,ccnews_frequent,no_morphology
IDdontholdyourbreathID,idiom,9,10,0.9,highly_idiomatic,ccnews_very_rare,no_morphology
IDdontholdyourbreathID,literal,1,10,0.1,highly_idiomatic,ccnews_very_rare,no_morphology
IDsendsomeonetocoventryID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDsendsomeonetocoventryID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfallintoplaceID,idiom,63,69,0.9130434782608695,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfallintoplaceID,literal,6,69,0.08695652173913043,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDnotcricketID,idiom,10,10,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDnotcricketID,literal,0,10,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDgetupsomeonesnoseID,idiom,22,25,0.88,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetupsomeonesnoseID,literal,3,25,0.12,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgonewiththewindID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDgonewiththewindID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDlandofnodID,idiom,6,6,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDlandofnodID,literal,0,6,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDprickupyourearsID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDprickupyourearsID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDburstsomeonesbubbleID,idiom,6,6,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDburstsomeonesbubbleID,literal,0,6,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpopthequestionID,idiom,25,25,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpopthequestionID,literal,0,25,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDintheclearID,idiom,26,62,0.41935483870967744,ambiguous,ccnews_frequent,moderate_morphology
IDintheclearID,literal,36,62,0.5806451612903226,ambiguous,ccnews_frequent,moderate_morphology
IDliveandletliveID,idiom,10,10,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDliveandletliveID,literal,0,10,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDmakeamealofID,idiom,25,31,0.8064516129032258,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmakeamealofID,literal,6,31,0.1935483870967742,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgetinonthegroundfloorID,idiom,5,5,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgetinonthegroundfloorID,literal,0,5,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtickletheivoriesID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtickletheivoriesID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDkeepbodyandsoultogetherID,idiom,10,10,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkeepbodyandsoultogetherID,literal,0,10,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkeepyourheadID,idiom,3,8,0.375,ambiguous,ccnews_moderately_rare,moderate_morphology
IDkeepyourheadID,literal,5,8,0.625,ambiguous,ccnews_moderately_rare,moderate_morphology
IDcomeuprosesID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcomeuprosesID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtalkdirtyID,idiom,13,13,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtalkdirtyID,literal,0,13,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbringhomethebaconID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbringhomethebaconID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbodyblowID,idiom,37,38,0.9736842105263158,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbodyblowID,literal,1,38,0.02631578947368421,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDatcrosspurposesID,idiom,22,22,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDatcrosspurposesID,literal,0,22,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDwartsandallID,idiom,28,28,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDwartsandallID,literal,0,28,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDlookbeforeyouleapID,idiom,9,9,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDlookbeforeyouleapID,literal,0,9,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDplayhardtogetID,idiom,14,14,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplayhardtogetID,literal,0,14,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfighttoothandnailID,idiom,28,28,1.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDfighttoothandnailID,literal,0,28,0.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDgobytheboardID,idiom,25,25,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgobytheboardID,literal,0,25,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDsmokelikeachimneyID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDsmokelikeachimneyID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDinthesaddleID,idiom,53,74,0.7162162162162162,ambiguous,ccnews_frequent,moderate_morphology
IDinthesaddleID,literal,21,74,0.28378378378378377,ambiguous,ccnews_frequent,moderate_morphology
IDthebuckstopshereID,idiom,4,4,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDthebuckstopshereID,literal,0,4,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgotoyourheadID,idiom,11,12,0.9166666666666666,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDgotoyourheadID,literal,1,12,0.08333333333333333,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtoallintentsandpurposesID,idiom,76,76,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtoallintentsandpurposesID,literal,0,76,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlaydownthelawID,idiom,21,21,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlaydownthelawID,literal,0,21,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDdonkeyworkID,idiom,15,15,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDdonkeyworkID,literal,0,15,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkickthebucketID,idiom,7,8,0.875,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkickthebucketID,literal,1,8,0.125,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkissandmakeupID,idiom,13,13,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkissandmakeupID,literal,0,13,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcometotermswithID,idiom,174,174,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDcometotermswithID,literal,0,174,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDholdthepursestringsID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDholdthepursestringsID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDsnapsomeonesheadoffID,idiom,2,3,0.6666666666666666,ambiguous,ccnews_very_rare,moderate_morphology
IDsnapsomeonesheadoffID,literal,1,3,0.3333333333333333,ambiguous,ccnews_very_rare,moderate_morphology
IDontenterhooksID,idiom,13,13,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDontenterhooksID,literal,0,13,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmarriageofconvenienceID,idiom,17,17,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDmarriageofconvenienceID,literal,0,17,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDeatyourwordsID,idiom,2,2,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDeatyourwordsID,literal,0,2,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDonthehoofID,idiom,18,21,0.8571428571428571,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDonthehoofID,literal,3,21,0.14285714285714285,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDundertheinfluenceID,idiom,37,92,0.40217391304347827,ambiguous,ccnews_frequent,high_morphology
IDundertheinfluenceID,literal,55,92,0.5978260869565217,ambiguous,ccnews_frequent,high_morphology
IDonthecuffID,idiom,0,10,0.0,highly_literal,ccnews_very_rare,moderate_morphology
IDonthecuffID,literal,10,10,1.0,highly_literal,ccnews_very_rare,moderate_morphology
IDinblackandwhiteID,idiom,26,91,0.2857142857142857,ambiguous,ccnews_frequent,no_morphology
IDinblackandwhiteID,literal,65,91,0.7142857142857143,ambiguous,ccnews_frequent,no_morphology
IDintandemID,idiom,100,100,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDintandemID,literal,0,100,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDpackedlikesardinesID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpackedlikesardinesID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbreakevenID,idiom,108,112,0.9642857142857143,highly_idiomatic,ccnews_frequent,moderate_morphology
IDbreakevenID,literal,4,112,0.03571428571428571,highly_idiomatic,ccnews_frequent,moderate_morphology
IDplaceinthesunID,idiom,11,18,0.6111111111111112,ambiguous,ccnews_moderately_rare,moderate_morphology
IDplaceinthesunID,literal,7,18,0.3888888888888889,ambiguous,ccnews_moderately_rare,moderate_morphology
IDinbedwithID,idiom,14,85,0.16470588235294117,highly_literal,ccnews_frequent,moderate_morphology
IDinbedwithID,literal,71,85,0.8352941176470589,highly_literal,ccnews_frequent,moderate_morphology
IDcoldfeetID,idiom,12,21,0.5714285714285714,ambiguous,ccnews_frequent,moderate_morphology
IDcoldfeetID,literal,9,21,0.42857142857142855,ambiguous,ccnews_frequent,moderate_morphology
IDridetherailsID,idiom,1,1,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDridetherailsID,literal,0,1,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDfromthehorsesmouthID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfromthehorsesmouthID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDpoacherturnedgamekeeperID,idiom,7,8,0.875,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpoacherturnedgamekeeperID,literal,1,8,0.125,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhavekittensID,idiom,3,6,0.5,ambiguous,ccnews_very_rare,moderate_morphology
IDhavekittensID,literal,3,6,0.5,ambiguous,ccnews_very_rare,moderate_morphology
IDtietheknotID,idiom,23,50,0.46,ambiguous,ccnews_frequent,high_morphology
IDtietheknotID,literal,27,50,0.54,ambiguous,ccnews_frequent,high_morphology
IDoncloudnineID,idiom,10,10,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDoncloudnineID,literal,0,10,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDallbetsareoffID,idiom,2,2,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDallbetsareoffID,literal,0,2,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDdrinklikeafishID,idiom,8,8,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdrinklikeafishID,literal,0,8,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDontheblinkID,idiom,21,21,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDontheblinkID,literal,0,21,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDpaperoverthecracksID,idiom,12,12,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpaperoverthecracksID,literal,0,12,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhavesomeonesgutsforgartersID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhavesomeonesgutsforgartersID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfromstemtosternID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfromstemtosternID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDontheballID,idiom,17,123,0.13821138211382114,highly_literal,ccnews_moderately_rare,high_morphology
IDontheballID,literal,106,123,0.8617886178861789,highly_literal,ccnews_moderately_rare,high_morphology
IDoneandthesameID,idiom,151,151,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDoneandthesameID,literal,0,151,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDbreakthebackofID,idiom,14,14,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbreakthebackofID,literal,0,14,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
